vertex_x,vertex_y
0.643426,0.301631
0.670608,0.30348
0.744554,0.217113
0.633642,0.024566
0.588409,0.0725453
0.700915,0.634345
0.802231,0.644625
0.814023,0.637891
0.852836,0.581237
0.908787,0.457851
0.738619,0.403644
0.700996,0.489984
0.588409,0.0725453
0.428536,0.155426
0.411716,0.188671
0.489745,0.329248
0.643426,0.301631
1,0.205941
1,0.128595
0.744554,0.217113
0.670608,0.30348
0.733062,0.391526
0.700996,0.489984
0.738619,0.403644
0.733062,0.391526
0.670608,0.30348
0.643427,0.301631
0.489745,0.329248
0.478094,0.359869
0.45224,0.450649
0.588409,0.0725452
0.633642,0.0245661
0.641668,-8.65477e-10
0.405328,0
0.428536,0.155426
0.534224,0.799118
0.587157,0.810821
0.666292,0.741067
0.696311,0.636954
0.40758,0.573752
0.401131,0.583953
0.404643,0.608658
0.412328,0.624802
0.733062,0.391526
0.738619,0.403644
0.908787,0.457851
1,0.417804
1,0.205941
0.286986,0.334268
0.233129,0.4007
0.410166,0.530663
0.45224,0.450649
0.478094,0.359869
0.784817,0.882744
0.796018,0.88476
0.857116,0.818258
0.802231,0.644625
0.700915,0.634345
0.696311,0.636954
0.666292,0.741067
0.207119,-8.39044e-10
0,0
0,0.289374
0.0159326,0.291756
0.211721,0.163831
6.70946e-10,0.668949
0,1
0.125896,1
0.189937,0.69602
0.233129,0.4007
0.0670531,0.346998
0.124107,0.546411
0.234258,0.624984
0.401131,0.583953
0.40758,0.573752
0.410166,0.530663
0.309088,0.184932
0.211721,0.163831
0.0159327,0.291756
0.0670532,0.346998
0.233129,0.4007
0.286986,0.334268
0.124107,0.546411
0.0670531,0.346998
0.0159327,0.291756
1.32701e-10,0.289374
0,0.636927
0.414712,0.921878
0.369851,1
0.597067,1
0.62837,0.932833
0.587157,0.810821
0.534224,0.799118
0.414712,0.921878
0.534224,0.799118
0.412328,0.624803
0.666292,0.741067
0.587157,0.810821
0.62837,0.932833
0.784817,0.882744
0.189937,0.69602
0.234258,0.624984
0.124107,0.546411
-4.6453e-10,0.636927
0,0.668949
0.857116,0.818258
0.796018,0.884761
0.838365,1
1,1
1,0.815404
0.405328,-6.34314e-10
0.207119,0
0.211721,0.163831
0.309088,0.184932
0.411716,0.188671
0.428536,0.155426
1,0.613542
1,0.417804
0.908787,0.457851
0.852836,0.581237
0.744554,0.217113
1,0.128595
1,0
0.641668,0
0.633642,0.024566
0.45224,0.450649
0.410166,0.530663
0.40758,0.573752
0.696311,0.636954
0.700915,0.634345
0.700996,0.489984
0.412328,0.624803
0.404643,0.608658
0.234742,1
0.369851,1
0.414712,0.921878
0.478094,0.359869
0.489745,0.329248
0.411716,0.188671
0.309088,0.184932
0.286986,0.334268
0.62837,0.932833
0.597067,1
0.838365,1
0.796018,0.88476
0.784817,0.882744
0.852836,0.581237
0.814023,0.637891
1,0.693547
1,0.613542
0.814023,0.637891
0.802231,0.644625
0.857116,0.818258
1,0.815404
1,0.693547
0.404643,0.608658
0.401131,0.583953
0.234258,0.624984
0.189937,0.69602
0.125896,1
0.234742,1
