vertex_x,vertex_y
0.6815,-5.39904e-09
0.64861,0
0.583521,0.0873245
0.701198,0.250122
0.750099,0.20556
0.87972,0.452119
0.775912,0.438092
0.704369,0.527371
0.68264,0.627811
0.690864,0.642731
0.776333,0.664231
0.862874,0.623856
0.583521,0.0873244
0.42543,0.164569
0.417305,0.180213
0.444953,0.261031
0.499768,0.346331
0.509827,0.34646
0.684341,0.295989
0.701198,0.250122
1,0.235269
1,0.131611
0.750099,0.20556
0.701198,0.250122
0.684341,0.295989
0.739021,0.350776
0.704369,0.527371
0.775912,0.438092
0.739021,0.350776
0.684341,0.295989
0.509827,0.34646
0.42543,0.164569
0.583521,0.0873244
0.64861,1.40595e-10
0.396716,0
0.569313,0.798564
0.638685,0.760377
0.690864,0.642731
0.68264,0.627811
0.410998,0.550466
0.369743,0.611632
0.382446,0.654318
0.388911,0.662582
0.739021,0.350776
0.775912,0.438092
0.87972,0.452119
1,0.403669
1,0.235269
0.269427,0.424644
0.411011,0.549996
0.499768,0.346331
0.444953,0.261031
0.330689,0.327134
0.736741,0.883783
0.800724,0.892065
0.860259,0.816846
0.776333,0.664231
0.690864,0.642731
0.638685,0.760377
0.176362,-6.03689e-10
0,0
0,0.290841
0.0633041,0.299433
0.205351,0.170843
0.00268826,0.636435
1.71307e-09,0.636948
0,1
0.131109,1
0.167001,0.757687
0.100883,0.347562
0.100858,0.347554
0.129736,0.545106
0.265017,0.62754
0.369743,0.611632
0.410998,0.550466
0.411011,0.549996
0.269427,0.424645
0.330689,0.327134
0.444953,0.261031
0.417305,0.180213
0.205351,0.170843
0.0633041,0.299433
0.100858,0.347554
0.100883,0.347562
0.129736,0.545106
0.100858,0.347554
0.0633041,0.299433
-5.73654e-10,0.290841
0,0.636948
0.00268829,0.636435
0.5619,0.815225
0.440641,0.884845
0.36484,1
0.60841,1
0.610313,0.99439
0.440641,0.884845
0.5619,0.815225
0.569313,0.798564
0.388911,0.662582
0.610313,0.99439
0.736741,0.883783
0.638685,0.760377
0.569313,0.798564
0.5619,0.815225
0.167001,0.757687
0.265017,0.62754
0.129736,0.545106
0.00268827,0.636435
0.838984,1
1,1
1,0.805201
0.860259,0.816845
0.800724,0.892065
0.396716,-2.46783e-10
0.176362,0
0.205351,0.170843
0.417305,0.180213
0.42543,0.164569
1,0.578229
1,0.403669
0.87972,0.452119
0.862874,0.623856
0.893974,0.629864
0.750099,0.20556
1,0.131612
1,0
0.6815,0
0.509827,0.34646
0.499768,0.346331
0.411011,0.549996
0.410998,0.550466
0.68264,0.627811
0.704369,0.527371
0.388911,0.662582
0.382446,0.654318
0.250113,1
0.36484,1
0.440641,0.884845
0.330689,0.327134
0.100883,0.347562
0.269427,0.424644
0.610313,0.99439
0.60841,1
0.838984,1
0.800724,0.892065
0.736741,0.883783
1,0.76945
1,0.578229
0.893974,0.629864
0.893974,0.629864
0.862874,0.623856
0.776333,0.664231
0.860259,0.816845
1,0.805201
1,0.76945
0.382446,0.654318
0.369743,0.611632
0.265017,0.62754
0.167,0.757688
0.131109,1
0.250113,1
