edge1_x, edge1_y, edge2_x, edge2_y
0.475848,0.254376,0.501886,0.324272
0.501886,0.324272,0.661338,0.334664
0.661338,0.334664,0.662956,0.333749
0.662956,0.333749,0.73005,0.234736
0.73005,0.234736,0.631668,0.107132
0.631668,0.107132,0.475848,0.254376
0.756301,0.608436,0.763306,0.607851
0.763306,0.607851,0.864412,0.457271
0.864412,0.457271,0.662956,0.333749
0.662956,0.333749,0.661337,0.334664
0.661337,0.334664,0.660437,0.446352
0.660437,0.446352,0.756301,0.608436
0.631668,0.107132,0.609631,0.0385776
0.609631,0.0385776,0.43251,0.1445
0.43251,0.1445,0.419551,0.171746
0.419551,0.171746,0.475848,0.254376
0.475848,0.254376,0.631668,0.107132
0.754409,0.225227,0.73005,0.234736
0.73005,0.234736,0.662956,0.333749
0.662956,0.333749,0.864412,0.457271
0.864412,0.457271,0.900404,0.445537
0.900404,0.445537,0.754409,0.225227
0.660437,0.446352,0.661337,0.334664
0.661337,0.334664,0.501886,0.324272
0.501886,0.324272,0.406511,0.437542
0.406511,0.437542,0.377901,0.490936
0.377901,0.490936,0.381628,0.553527
0.381628,0.553527,0.41753,0.592936
0.41753,0.592936,0.470674,0.624356
0.470674,0.624356,0.487656,0.621922
0.487656,0.621922,0.660437,0.446352
0.609631,0.0385776,0.616822,-1.83043e-09
0.616822,-1.83043e-09,0.419218,0
0.419218,0,0.43251,0.1445
0.43251,0.1445,0.609631,0.0385776
0.691676,0.705861,0.691926,0.649053
0.691926,0.649053,0.487656,0.621922
0.487656,0.621922,0.470674,0.624356
0.470674,0.624356,0.480834,0.678508
0.480834,0.678508,0.510158,0.763115
0.510158,0.763115,0.644012,0.84494
0.644012,0.84494,0.691676,0.705861
0.900404,0.445537,1,0.42183
1,0.42183,1,0.108519
1,0.108519,0.754409,0.225227
0.754409,0.225227,0.900404,0.445537
0.285977,0.435268,0.377901,0.490936
0.377901,0.490936,0.406511,0.437542
0.406511,0.437542,0.232435,0.164701
0.232435,0.164701,0.285977,0.435268
0.825395,0.840039,0.851698,0.816418
0.851698,0.816418,0.847839,0.66737
0.847839,0.66737,0.763306,0.607851
0.763306,0.607851,0.756301,0.608436
0.756301,0.608436,0.691926,0.649053
0.691926,0.649053,0.691676,0.705861
0.691676,0.705861,0.825395,0.840039
0.244306,-1.51617e-09,0,0
0,0,0,0.243862
0,0.243862,0.221336,0.156324
0.221336,0.156324,0.244306,-1.51617e-09
3.41089e-09,0.7497,0,1
0,1,0.106022,1
0.106022,1,0.231949,0.613393
0.231949,0.613393,0.155636,0.588927
0.155636,0.588927,3.41089e-09,0.7497
3.54876e-09,0.338619,0,0.343835
0,0.343835,0.111811,0.549437
0.111811,0.549437,0.155636,0.588927
0.155636,0.588927,0.231949,0.613393
0.231949,0.613393,0.381628,0.553527
0.381628,0.553527,0.377901,0.490936
0.377901,0.490936,0.285977,0.435268
0.285977,0.435268,3.54876e-09,0.338619
0.232435,0.164701,0.230601,0.160484
0.230601,0.160484,0.221336,0.156324
0.221336,0.156324,-3.79388e-10,0.243862
-3.79388e-10,0.243862,0,0.338619
0,0.338619,0.285977,0.435268
0.285977,0.435268,0.232435,0.164701
0.111811,0.549437,-1.08017e-10,0.343835
-1.08017e-10,0.343835,0,0.635846
0,0.635846,0.111811,0.549437
0.412029,1,0.589808,1
0.589808,1,0.644883,0.847149
0.644883,0.847149,0.644012,0.84494
0.644012,0.84494,0.510158,0.763115
0.510158,0.763115,0.412029,1
0.269983,1,0.412029,1
0.412029,1,0.510158,0.763115
0.510158,0.763115,0.480834,0.678508
0.480834,0.678508,0.269983,1
0.691676,0.705861,0.644012,0.84494
0.644012,0.84494,0.644882,0.847149
0.644882,0.847149,0.80959,0.864573
0.80959,0.864573,0.825395,0.840039
0.825395,0.840039,0.691676,0.705861
7.70894e-11,0.635846,0,0.7497
0,0.7497,0.155636,0.588926
0.155636,0.588926,0.111811,0.549437
0.111811,0.549437,7.70894e-11,0.635846
0.851698,0.816418,0.825395,0.840039
0.825395,0.840039,0.80959,0.864573
0.80959,0.864573,0.82434,1
0.82434,1,1,1
1,1,1,0.829613
1,0.829613,0.851698,0.816418
0.419218,1.87932e-10,0.244306,0
0.244306,0,0.221336,0.156324
0.221336,0.156324,0.230601,0.160484
0.230601,0.160484,0.419551,0.171746
0.419551,0.171746,0.43251,0.1445
0.43251,0.1445,0.419218,1.87932e-10
0.89474,0.658663,1,0.705952
