vertex_x,vertex_y
1,0.147998
1,0
0.878932,0
0.883174,0.0753835
1,0.88774
1,0.5608
0.893799,0.676239
0.827114,0.798411
0.856965,0.838459
0.811743,0.327233
0.615723,0.399458
0.611901,0.482264
0.624608,0.504561
0.809209,0.496913
0.883174,0.0753836
0.878932,5.66795e-10
0.633512,0
0.702104,0.173178
0.760324,0.177154
0.874596,0.28931
1,0.426498
1,0.161489
0.584098,0.276888
0.59308,0.280874
0.702104,0.173177
0.633512,1.60581e-09
0.34159,0
0.339791,0.00731419
0.216331,0.367735
0.158388,0.423613
0.230349,0.65539
0.344373,0.651498
0.379421,0.533439
0.809209,0.496913
1,0.546656
1,0.426498
0.874596,0.28931
0.845103,0.282003
0.811743,0.327233
0.379421,0.533439
0.344373,0.651498
0.43129,0.705288
0.458936,0.716077
0.614214,0.584873
0.624608,0.504561
0.611901,0.482264
0.488195,0.471773
0.71662,0.807286
0.58631,0.878157
0.584997,1
0.741094,1
0.146952,0.425044
0.158388,0.423613
0.216331,0.367735
0.248855,0.312616
0.237588,0.157026
1.95123e-09,0.130482
0,0.255545
0.14656,0.768856
0.14233,0.764262
-8.23512e-10,0.781286
0,1
0.218035,1
0.379421,0.533439
0.488195,0.471773
0.318784,0.330307
0.248855,0.312616
0.216331,0.367735
0.584098,0.276888
0.339791,0.00731419
0.237588,0.157026
0.248855,0.312616
0.318784,0.330307
5.49692e-10,0.255545
0,0.471404
0.146952,0.425044
0.416035,1
0.584997,1
0.58631,0.878157
0.476692,0.801134
0.449719,0.830314
0.629256,0.604587
0.614214,0.584873
0.458936,0.716077
0.476692,0.801133
0.58631,0.878157
0.71662,0.807286
0.72503,0.798577
0.279848,0.83711
0.31946,0.879107
0.449719,0.830314
0.476692,0.801134
0.458936,0.716077
0.431291,0.705288
0.431291,0.705288
0.344373,0.651498
0.230349,0.65539
0.14233,0.764262
0.14656,0.768856
0.279848,0.83711
0.824328,1
1,1
1,0.88774
0.856965,0.838459
0.237588,0.157026
0.339791,0.00731419
0.34159,-8.41478e-10
0,0
0,0.130482
0.811743,0.327233
0.845103,0.282003
0.760324,0.177154
0.702104,0.173178
0.59308,0.280873
0.615723,0.399458
1,0.161489
1,0.147998
0.883174,0.0753835
0.760324,0.177154
0.845103,0.282003
0.874596,0.28931
0.488195,0.471773
0.611901,0.482264
0.615723,0.399458
0.59308,0.280874
0.584098,0.276888
0.318784,0.330307
0.449719,0.830314
0.31946,0.879107
0.311233,1
0.416035,1
0.158388,0.423613
0.146952,0.425044
-3.96522e-10,0.471404
0,0.781286
0.14233,0.764262
0.230349,0.65539
0.629256,0.604587
0.72503,0.798577
0.827114,0.798411
0.893799,0.676239
0.741094,1
0.824328,1
0.856965,0.838459
0.827114,0.798411
0.725029,0.798577
0.71662,0.807286
0.893799,0.676239
1,0.5608
1,0.546656
0.809209,0.496913
0.624608,0.504561
0.614214,0.584873
0.629256,0.604587
0.218035,1
0.311233,1
0.31946,0.879107
0.279848,0.83711
0.14656,0.768856
