edge1_x, edge1_y, edge2_x, edge2_y
0.93252,3.44765e-09,0.825683,0
0.825683,0,0.720633,0.234265
0.720633,0.234265,0.727935,0.25504
0.727935,0.25504,0.93252,3.44765e-09
0.949556,0.7383,0.924501,0.733789
0.924501,0.733789,0.721678,0.853817
0.721678,0.853817,0.719973,0.86103
0.719973,0.86103,0.742176,1
0.742176,1,0.83939,1
0.83939,1,0.949556,0.7383
0.813904,0.569813,0.836022,0.655027
0.836022,0.655027,0.924501,0.733789
0.924501,0.733789,0.949557,0.7383
0.949557,0.7383,1,0.737738
1,0.737738,1,0.397926
1,0.397926,0.996884,0.396856
0.996884,0.396856,0.85425,0.461761
0.85425,0.461761,0.813904,0.569813
0.825683,-1.68008e-10,0.652731,0
0.652731,0,0.703653,0.209602
0.703653,0.209602,0.720633,0.234265
0.720633,0.234265,0.825683,-1.68008e-10
0.727935,0.25504,0.736483,0.296651
0.736483,0.296651,0.862272,0.282174
0.862272,0.282174,1,0.0212254
1,0.0212254,1,0
1,0,0.93252,0
0.93252,0,0.727935,0.25504
0.576759,0.161963,0.552728,0.332738
0.552728,0.332738,0.643687,0.381622
0.643687,0.381622,0.704762,0.336263
0.704762,0.336263,0.736483,0.296651
0.736483,0.296651,0.727935,0.25504
0.727935,0.25504,0.720633,0.234265
0.720633,0.234265,0.703653,0.209602
0.703653,0.209602,0.576759,0.161963
-1.58289e-09,0.451704,0,0.512249
0,0.512249,0.308925,0.514068
0.308925,0.514068,0.314696,0.435914
0.314696,0.435914,0.274586,0.37559
0.274586,0.37559,-1.58289e-09,0.451704
0.85425,0.461761,0.996884,0.396856
0.996884,0.396856,0.862272,0.282174
0.862272,0.282174,0.736483,0.296651
0.736483,0.296651,0.704762,0.336263
0.704762,0.336263,0.85425,0.461761
0.545071,0.801769,0.595598,0.780115
0.595598,0.780115,0.619469,0.631464
0.619469,0.631464,0.5657,0.563838
0.5657,0.563838,0.349114,0.597235
0.349114,0.597235,0.330503,0.668261
0.330503,0.668261,0.545071,0.801769
0.522594,1,0.742176,1
0.742176,1,0.719973,0.86103
0.719973,0.86103,0.522594,1
0.274586,0.37559,0.193307,0.230213
0.193307,0.230213,2.32772e-09,0.333325
2.32772e-09,0.333325,0,0.451704
0,0.451704,0.274586,0.37559
0.310889,0.991867,0.358504,0.886082
0.358504,0.886082,0.340349,0.843525
0.340349,0.843525,0.278701,0.738885
0.278701,0.738885,0.20614,0.766795
0.20614,0.766795,0.125333,0.88337
0.125333,0.88337,0.310889,0.991867
0.314696,0.435914,0.308925,0.514068
0.308925,0.514068,0.349114,0.597235
0.349114,0.597235,0.5657,0.563838
0.5657,0.563838,0.642814,0.394435
0.642814,0.394435,0.643687,0.381622
0.643687,0.381622,0.552729,0.332739
0.552729,0.332739,0.485777,0.317785
0.485777,0.317785,0.314696,0.435914
0.576759,0.161963,0.484233,2.20168e-09
0.484233,2.20168e-09,0.340509,0
0.340509,0,0.485777,0.317785
0.485777,0.317785,0.552728,0.332739
0.552728,0.332739,0.576759,0.161963
1.47424e-09,0.096187,0,0.333325
0,0.333325,0.193307,0.230213
0.193307,0.230213,0.21734,0.150056
0.21734,0.150056,1.47424e-09,0.096187
0.532697,0.83095,0.545071,0.801769
0.545071,0.801769,0.330503,0.668261
0.330503,0.668261,0.278701,0.738885
0.278701,0.738885,0.340349,0.843525
0.340349,0.843525,0.532697,0.83095
0.595598,0.780115,0.721678,0.853817
0.721678,0.853817,0.924501,0.733789
0.924501,0.733789,0.836022,0.655027
0.836022,0.655027,0.619469,0.631464
0.619469,0.631464,0.595598,0.780115
-6.04057e-09,0.512249,0,0.616266
0,0.616266,0.20614,0.766795
0.20614,0.766795,0.278701,0.738885
0.278701,0.738885,0.330503,0.668261
0.330503,0.668261,0.349114,0.597235
0.349114,0.597235,0.308925,0.514068
0.308925,0.514068,-6.04057e-09,0.512249
0.340349,0.843525,0.358504,0.886082
0.358504,0.886082,0.502046,0.953972
0.502046,0.953972,0.532697,0.83095
0.532697,0.83095,0.340349,0.843525
0.83939,1,1,1
1,1,1,0.737738
1,0.737738,0.949556,0.7383
0.949556,0.7383,0.83939,1
0.21734,0.150056,0.335387,5.23872e-09
0.335387,5.23872e-09,0,0
0,0,0,0.096187
0,0.096187,0.21734,0.150056
0.703653,0.209602,0.652731,1.9539e-09
0.652731,1.9539e-09,0.484233,0
0.484233,0,0.576759,0.161963
0.576759,0.161963,0.703653,0.209602
0.862272,0.282174,0.996884,0.396856
0.996884,0.396856,1,0.397926
1,0.397926,1,0.0212254
1,0.0212254,0.862272,0.282174
0.340509,8.14171e-09,0.335387,0
0.335387,0,0.21734,0.150056
0.21734,0.150056,0.193307,0.230213
0.193307,0.230213,0.274586,0.37559
0.274586,0.37559,0.314696,0.435914
0.314696,0.435914,0.485777,0.317785
0.485777,0.317785,0.340509,8.14171e-09
0.310889,0.991867,0.311591,1
0.311591,1,0.521264,1
0.521264,1,0.502046,0.953972
0.502046,0.953972,0.358504,0.886082
0.358504,0.886082,0.310889,0.991867
2.89149e-09,0.616266,0,0.991913
0,0.991913,0.125333,0.88337
0.125333,0.88337,0.20614,0.766795
0.20614,0.766795,2.89149e-09,0.616266
0.704762,0.336263,0.643687,0.381622
0.643687,0.381622,0.642814,0.394435
0.642814,0.394435,0.813904,0.569813
0.813904,0.569813,0.85425,0.461761
0.85425,0.461761,0.704762,0.336263
0.719973,0.86103,0.721678,0.853817
0.721678,0.853817,0.595598,0.780115
0.595598,0.780115,0.545071,0.801769
0.545071,0.801769,0.532697,0.83095
0.532697,0.83095,0.502046,0.953972
0.502046,0.953972,0.521264,1
0.521264,1,0.522594,1
0.522594,1,0.719973,0.86103
0.642814,0.394435,0.5657,0.563838
0.5657,0.563838,0.619469,0.631464
0.619469,0.631464,0.836022,0.655027
0.836022,0.655027,0.813904,0.569813
0.813904,0.569813,0.642814,0.394435
0.125333,0.88337,4.329e-09,0.991913
4.329e-09,0.991913,0,1
0,1,0.311591,1
0.311591,1,0.310889,0.991867
0.310889,0.991867,0.125333,0.88337
