vertex_x,vertex_y
1,0.0532889
1,0
0.667509,0
0.648813,0.116386
0.686136,0.143508
0.923413,0.679499
1,0.649657
1,0.528008
0.72988,0.570189
0.691192,0.149666
0.686136,0.143508
0.648813,0.116386
0.492543,0.211112
0.49906,0.295325
0.647644,0.380938
0.750927,0.279117
0.691192,0.149666
0.750927,0.279117
0.793703,0.286121
1,0.225583
1,0.204506
0.793703,0.286121
0.750927,0.279117
0.647644,0.380938
0.703428,0.530823
0.814537,0.423034
0.648813,0.116386
0.667509,-7.7869e-10
0.376835,0
0.371411,0.117181
0.492543,0.211112
0.657212,0.656665
0.659975,0.65288
0.663277,0.620084
0.453318,0.520983
0.364344,0.564962
0.313868,0.621351
0.329094,0.691494
0.354507,0.719456
0.405074,0.73793
0.814537,0.423034
1,0.386372
1,0.225583
0.793703,0.286121
0.364344,0.564962
0.453318,0.520984
0.461823,0.34362
0.296626,0.374112
0.29567,0.395683
0.847816,0.829431
0.850329,0.824446
0.833888,0.788917
0.659975,0.65288
0.657212,0.656665
0.607138,0.86908
0.62011,0.886438
0.0767426,3.7654e-10
0,0
0,0.293846
0.109465,0.302361
0.15742,0.271124
0.194657,0.192028
0.0204618,0.628171
3.26293e-11,0.628027
0,1
0.129225,1
0.135622,0.817334
0.174442,0.563477
0.313868,0.621351
0.364344,0.564962
0.29567,0.395683
0.461823,0.34362
0.49906,0.295325
0.492543,0.211112
0.371411,0.117181
0.194657,0.192028
0.15742,0.271124
0.296626,0.374112
0.109465,0.302361
-7.1567e-10,0.293846
0,0.628027
0.0204618,0.628171
0.122101,0.556262
0.578075,0.874068
0.476216,0.874719
0.360971,1
0.510873,1
0.476216,0.874719
0.578075,0.874068
0.607138,0.86908
0.657212,0.656665
0.405074,0.73793
0.510873,1
0.679812,1
0.62011,0.886438
0.607138,0.86908
0.578075,0.874068
0.329094,0.691494
0.313868,0.621351
0.174442,0.563477
0.122101,0.556262
0.0204618,0.628171
0.135622,0.817334
0.795482,1
1,1
1,0.847098
0.850329,0.824446
0.847816,0.829431
0.194657,0.192028
0.371411,0.117181
0.376835,-8.41982e-11
0.0767426,0
0.814537,0.423034
0.703428,0.530823
0.701059,0.569059
0.729879,0.570189
1,0.528008
1,0.386372
1,0.204506
1,0.0532889
0.686136,0.143508
0.691191,0.149666
0.453318,0.520983
0.663277,0.620084
0.701059,0.569059
0.703428,0.530823
0.647644,0.380938
0.49906,0.295325
0.461823,0.34362
0.281188,1
0.360971,1
0.476216,0.874719
0.405074,0.73793
0.354507,0.719456
0.29567,0.395683
0.296626,0.374112
0.15742,0.271124
0.109465,0.302361
0.122101,0.556262
0.174442,0.563477
0.62011,0.886438
0.679812,1
0.795482,1
0.847816,0.829431
0.833888,0.788917
0.850329,0.824446
1,0.847098
1,0.649657
0.923413,0.679499
0.72988,0.570189
0.701059,0.569059
0.663277,0.620084
0.659975,0.65288
0.833888,0.788917
0.923413,0.679499
0.354507,0.719456
0.329094,0.691494
0.135622,0.817334
0.129225,1
0.281188,1
