edge1_x, edge1_y, edge2_x, edge2_y
0.552885,0.281237,0.55464,0.255086
0.55464,0.255086,0.336095,0.254361
0.336095,0.254361,0.25646,0.394461
0.25646,0.394461,0.4154,0.489633
0.4154,0.489633,0.443453,0.49253
0.443453,0.49253,0.552885,0.281237
0.645721,0.674537,0.418079,0.77552
0.418079,0.77552,0.495348,0.864049
0.495348,0.864049,0.645721,0.674537
0.740946,0.787633,0.743362,0.799109
0.743362,0.799109,0.795352,0.853465
0.795352,0.853465,1,0.851726
1,0.851726,1,0.622176
1,0.622176,0.740946,0.787633
0.742048,0.540098,0.777282,0.398181
0.777282,0.398181,0.76883,0.372012
0.76883,0.372012,0.663729,0.388354
0.663729,0.388354,0.742048,0.540098
0.564643,0.123775,0.60998,-3.24302e-09
0.60998,-3.24302e-09,0.351922,0
0.351922,0,0.396109,0.0831696
0.396109,0.0831696,0.564643,0.123775
0.76883,0.372012,0.75793,0.252773
0.75793,0.252773,0.577912,0.225077
0.577912,0.225077,0.55464,0.255086
0.55464,0.255086,0.552885,0.281237
0.552885,0.281237,0.610662,0.370854
0.610662,0.370854,0.663729,0.388354
0.663729,0.388354,0.76883,0.372012
0.187681,0.179575,0.112348,0.140447
0.112348,0.140447,3.05084e-09,0.209518
3.05084e-09,0.209518,0,0.484161
0,0.484161,0.141493,0.421548
0.141493,0.421548,0.187681,0.179575
0.777282,0.398181,0.742048,0.540098
0.742048,0.540098,0.737952,0.565985
0.737952,0.565985,1,0.560053
1,0.560053,1,0.398338
1,0.398338,0.777282,0.398181
0.78469,0.914564,0.795352,0.853465
0.795352,0.853465,0.743362,0.799109
0.743362,0.799109,0.52661,0.916757
0.52661,0.916757,0.515171,1
0.515171,1,0.595874,1
0.595874,1,0.78469,0.914564
0.495348,0.864049,0.52661,0.916757
0.52661,0.916757,0.743362,0.799109
0.743362,0.799109,0.740946,0.787634
0.740946,0.787634,0.686391,0.648278
0.686391,0.648278,0.645721,0.674537
0.645721,0.674537,0.495348,0.864049
0.0332528,0.639713,0.326117,0.7765
0.326117,0.7765,0.359398,0.765853
0.359398,0.765853,0.340539,0.589428
0.340539,0.589428,0.0332528,0.639713
0.645722,0.674537,0.686391,0.648278
0.686391,0.648278,0.6856,0.604874
0.6856,0.604874,0.651013,0.585715
0.651013,0.585715,0.500273,0.548065
0.500273,0.548065,0.400594,0.765437
0.400594,0.765437,0.418079,0.77552
0.418079,0.77552,0.645722,0.674537
0.663729,0.388354,0.610662,0.370854
0.610662,0.370854,0.651013,0.585715
0.651013,0.585715,0.6856,0.604874
0.6856,0.604874,0.737952,0.565985
0.737952,0.565985,0.742048,0.540098
0.742048,0.540098,0.663729,0.388354
0.758408,-8.32027e-10,0.60998,0
0.60998,0,0.564643,0.123775
0.564643,0.123775,0.577912,0.225077
0.577912,0.225077,0.75793,0.252773
0.75793,0.252773,0.808443,0.222566
0.808443,0.222566,0.758408,-8.32027e-10
0.153391,3.18665e-10,0,0
0,0,0,0.209518
0,0.209518,0.112348,0.140447
0.112348,0.140447,0.153391,3.18665e-10
0.359398,0.765853,0.400594,0.765437
0.400594,0.765437,0.500273,0.548065
0.500273,0.548065,0.443453,0.49253
0.443453,0.49253,0.4154,0.489633
0.4154,0.489633,0.340539,0.589428
0.340539,0.589428,0.359398,0.765853
1,0.622176,1,0.560053
1,0.560053,0.737952,0.565985
0.737952,0.565985,0.6856,0.604874
0.6856,0.604874,0.686391,0.648278
0.686391,0.648278,0.740946,0.787634
0.740946,0.787634,1,0.622176
0.141493,0.421548,0.25646,0.394461
0.25646,0.394461,0.336095,0.254361
0.336095,0.254361,0.316365,0.200382
0.316365,0.200382,0.268239,0.165719
0.268239,0.165719,0.187681,0.179575
0.187681,0.179575,0.141493,0.421548
0.595874,1,0.788168,1
0.788168,1,0.78469,0.914564
0.78469,0.914564,0.595874,1
0.788168,1,1,1
1,1,1,0.851726
1,0.851726,0.795352,0.853465
0.795352,0.853465,0.78469,0.914564
0.78469,0.914564,0.788168,1
0.396109,0.0831696,0.351922,-2.36332e-09
0.351922,-2.36332e-09,0.233556,0
0.233556,0,0.268239,0.165719
0.268239,0.165719,0.316365,0.200382
0.316365,0.200382,0.396109,0.0831696
0.316365,0.200382,0.336095,0.254361
0.336095,0.254361,0.55464,0.255086
0.55464,0.255086,0.577912,0.225077
0.577912,0.225077,0.564643,0.123775
0.564643,0.123775,0.396109,0.0831696
0.396109,0.0831696,0.316365,0.200382
1,0.398338,1,0.216708
1,0.216708,0.808443,0.222566
0.808443,0.222566,0.75793,0.252773
0.75793,0.252773,0.76883,0.372012
0.76883,0.372012,0.777282,0.398181
0.777282,0.398181,1,0.398338
0.187681,0.179575,0.268239,0.165719
0.268239,0.165719,0.233556,1.70472e-10
0.233556,1.70472e-10,0.153391,0
0.153391,0,0.112348,0.140447
0.112348,0.140447,0.187681,0.179575
0.35426,1,0.515171,1
0.515171,1,0.52661,0.916757
0.52661,0.916757,0.495348,0.864049
0.495348,0.864049,0.418079,0.77552
0.418079,0.77552,0.400594,0.765437
0.400594,0.765437,0.359398,0.765853
0.359398,0.765853,0.326117,0.7765
0.326117,0.7765,0.305589,0.846575
0.305589,0.846575,0.35426,1
0.0896032,1,0.35426,1
0.35426,1,0.305588,0.846575
0.305588,0.846575,0.0896032,1
0.808443,0.222566,1,0.216708
1,0.216708,1,0
1,0,0.758408,0
0.758408,0,0.808443,0.222566
0.340539,0.589428,0.4154,0.489633
0.4154,0.489633,0.25646,0.394461
0.25646,0.394461,0.141493,0.421548
0.141493,0.421548,3.67736e-09,0.484161
3.67736e-09,0.484161,0,0.629949
0,0.629949,0.0332529,0.639713
0.0332529,0.639713,0.340539,0.589428
0.610662,0.370854,0.552885,0.281237
0.552885,0.281237,0.443453,0.49253
0.443453,0.49253,0.500273,0.548065
0.500273,0.548065,0.651013,0.585715
0.651013,0.585715,0.610662,0.370854
0.305589,0.846575,0.326117,0.7765
0.326117,0.7765,0.0332527,0.639713
0.0332527,0.639713,7.57039e-09,0.629949
7.57039e-09,0.629949,0,1
0,1,0.0896032,1
0.0896032,1,0.305589,0.846575
