vertex_x,vertex_y
0.56135,0.310677
0.667879,0.317786
0.738554,0.224935
0.61811,0.0472902
0.617339,0.047981
0.721804,0.625809
0.789175,0.626789
0.901409,0.461503
0.780605,0.405333
0.706484,0.383333
0.688309,0.461764
0.617339,0.047981
0.430411,0.1501
0.415114,0.181036
0.498252,0.31873
0.56135,0.310677
0.961096,0.1428
0.738554,0.224935
0.667879,0.317786
0.706484,0.383333
0.780605,0.405333
0.688309,0.461764
0.706484,0.383333
0.667879,0.317786
0.56135,0.310677
0.498252,0.31873
0.43765,0.428255
0.403149,0.51626
0.407229,0.562464
0.617339,0.047981
0.61811,0.0472902
0.630628,-1.38704e-10
0.411238,0
0.430411,0.1501
0.680444,0.726378
0.69496,0.641719
0.430387,0.59432
0.443841,0.635036
0.520653,0.787995
0.609594,0.820099
0.780605,0.405333
0.901409,0.461503
0.977043,0.43802
1,0.427536
1,0.125904
0.961096,0.1428
0.287044,0.295932
0.249273,0.413522
0.403149,0.51626
0.43765,0.428255
0.805044,0.86745
0.854637,0.818065
0.826534,0.661938
0.789175,0.626789
0.721804,0.625809
0.69496,0.641719
0.680444,0.726378
0.224702,2.50569e-10
0,0
0,0.273718
0.216043,0.160106
3.39571e-09,0.699618
0,1
0.119066,1
0.214659,0.629391
0.039619,0.344369
0.11932,0.547732
0.217089,0.625066
0.406969,0.565842
0.407229,0.562464
0.403149,0.51626
0.249273,0.413522
0.287044,0.295932
0.258655,0.17387
0.216043,0.160106
-5.10471e-09,0.273718
0,0.305918
0.039619,0.344369
0.249273,0.413522
0.11932,0.547732
0.039619,0.344369
3.46208e-09,0.305918
0,0.636198
0.377559,1
0.5925,1
0.636868,0.894415
0.609594,0.820099
0.520653,0.787995
0.365951,1
0.377559,1
0.520653,0.787995
0.443842,0.635036
0.680444,0.726378
0.609594,0.820099
0.636868,0.894415
0.80245,0.873399
0.805044,0.86745
0.214659,0.629391
0.217089,0.625066
0.11932,0.547732
1.29768e-09,0.636198
0,0.699618
0.854637,0.818065
0.805044,0.86745
0.80245,0.873399
0.833736,1
1,1
1,0.821833
0.411238,-6.46854e-10
0.224702,0
0.216043,0.160106
0.258655,0.17387
0.415114,0.181036
0.430411,0.1501
0.926835,0.6641
1,0.689622
1,0.427536
0.977043,0.43802
0.738554,0.224935
0.961096,0.1428
1,0.125904
1,0
0.630628,0
0.61811,0.0472902
0.407229,0.562464
0.406969,0.565842
0.418657,0.583956
0.430387,0.59432
0.69496,0.641719
0.721804,0.625809
0.688309,0.461764
0.443842,0.635036
0.430387,0.59432
0.418657,0.583956
0.224016,1
0.365951,1
0.43765,0.428255
0.498252,0.31873
0.415114,0.181036
0.258655,0.17387
0.287044,0.295932
0.636868,0.894415
0.5925,1
0.833736,1
0.80245,0.873399
0.977043,0.43802
0.901409,0.461503
0.789175,0.626789
0.826534,0.661938
0.926835,0.6641
0.926835,0.6641
0.826534,0.661938
0.854637,0.818065
1,0.821833
1,0.689622
0.418657,0.583956
0.406969,0.565842
0.217089,0.625066
0.214659,0.629391
0.119066,1
0.224016,1
