vertex_x,vertex_y
0.67293,4.86215e-09
0.648932,0
0.582927,0.0861574
0.697561,0.256323
0.74983,0.206925
0.885301,0.452113
0.771752,0.434476
0.704402,0.523952
0.684019,0.628772
0.69184,0.642023
0.779557,0.662373
0.857776,0.624638
0.582927,0.0861574
0.425823,0.163398
0.415308,0.183698
0.440623,0.254995
0.499296,0.346096
0.681902,0.296197
0.697561,0.256323
1,0.234021
1,0.130981
0.74983,0.206925
0.697561,0.256323
0.681902,0.296197
0.73761,0.354676
0.704402,0.523952
0.771752,0.434476
0.73761,0.354676
0.681902,0.296197
0.499296,0.346096
0.498465,0.351605
0.425823,0.163398
0.582927,0.0861574
0.648931,6.06343e-10
0.39775,0
0.566421,0.802193
0.642363,0.758186
0.69184,0.642023
0.684019,0.628771
0.4106,0.553213
0.373517,0.60869
0.384747,0.649315
0.389782,0.65614
0.73761,0.354676
0.771752,0.434476
0.885301,0.452113
1,0.405314
1,0.234021
0.263388,0.42008
0.4108,0.547189
0.498465,0.351605
0.499296,0.346096
0.440623,0.254995
0.341092,0.317072
0.744497,0.886085
0.798516,0.893264
0.859952,0.817115
0.779557,0.662373
0.69184,0.642023
0.642363,0.758186
0.180395,-3.36203e-10
0,0
0,0.290664
0.0580797,0.298657
0.206094,0.169903
0.000146235,0.638072
-1.74523e-09,0.638102
0,1
0.13078,1
0.16931,0.751745
0.263388,0.42008
0.144419,0.362543
0.0971503,0.347668
0.129154,0.545207
0.260893,0.627042
0.373517,0.60869
0.4106,0.553213
0.4108,0.547189
0.341092,0.317072
0.440623,0.254995
0.415308,0.183698
0.206094,0.169903
0.0580797,0.298657
0.0971503,0.347668
0.144419,0.362543
0.129154,0.545207
0.0971503,0.347668
0.0580797,0.298657
1.6779e-09,0.290664
0,0.638102
0.000146099,0.638072
0.563368,0.809854
0.438387,0.887209
0.365373,1
0.606731,1
0.612471,0.984836
0.438387,0.887209
0.563368,0.809854
0.566421,0.802193
0.389783,0.65614
0.612471,0.984836
0.744497,0.886085
0.642363,0.758186
0.566421,0.802193
0.563368,0.809854
0.16931,0.751745
0.260893,0.627042
0.129154,0.545207
0.000146179,0.638072
0.839401,1
1,1
1,0.806471
0.859952,0.817115
0.798516,0.893264
0.39775,7.15856e-10
0.180395,0
0.206094,0.169903
0.415308,0.183698
0.425823,0.163398
1,0.579334
1,0.405314
0.885301,0.452113
0.857776,0.624638
0.887353,0.630641
0.74983,0.206925
1,0.130981
1,0
0.67293,0
0.498465,0.351605
0.4108,0.547189
0.4106,0.553213
0.684019,0.628772
0.704402,0.523952
0.389783,0.656141
0.384747,0.649315
0.248306,1
0.365373,1
0.438387,0.887209
0.341092,0.317072
0.144419,0.362543
0.263388,0.42008
0.612471,0.984836
0.606731,1
0.839401,1
0.798516,0.893264
0.744497,0.886085
1,0.755573
1,0.579334
0.887353,0.630641
0.887353,0.630641
0.857776,0.624638
0.779557,0.662373
0.859952,0.817115
1,0.806471
1,0.755573
0.384747,0.649315
0.373517,0.60869
0.260893,0.627042
0.16931,0.751745
0.13078,1
0.248306,1
