edge1_x, edge1_y, edge2_x, edge2_y
0.322756,0.495703,0.435122,0.470419
0.435122,0.470419,0.442742,0.331919
0.442742,0.331919,0.258355,0.290452
0.258355,0.290452,0.188769,0.330119
0.188769,0.330119,0.322756,0.495703
0.549226,0.691136,0.473076,0.599509
0.473076,0.599509,0.416688,0.656184
0.416688,0.656184,0.409119,0.77138
0.409119,0.77138,0.47155,0.806197
0.47155,0.806197,0.549226,0.691136
0.733297,0.648062,0.708114,0.69659
0.708114,0.69659,0.696409,0.830724
0.696409,0.830724,0.807783,0.886491
0.807783,0.886491,1,0.83928
1,0.83928,1,0.792738
1,0.792738,0.733297,0.648062
0.673554,0.430659,0.622587,0.413818
0.622587,0.413818,0.571154,0.51834
0.571154,0.51834,0.735854,0.62458
0.735854,0.62458,0.773698,0.582503
0.773698,0.582503,0.766407,0.478603
0.766407,0.478603,0.673554,0.430659
0.566246,0.0449405,0.5707,-1.03713e-09
0.5707,-1.03713e-09,0.254893,0
0.254893,0,0.259321,0.0502573
0.259321,0.0502573,0.316239,0.0964704
0.316239,0.0964704,0.566246,0.0449405
0.75135,0.358489,0.726596,0.2521
0.726596,0.2521,0.616433,0.229087
0.616433,0.229087,0.622587,0.413818
0.622587,0.413818,0.673554,0.430659
0.673554,0.430659,0.75135,0.358489
0.233908,0.101789,0.133444,0.154868
0.133444,0.154868,0.0804416,0.335676
0.0804416,0.335676,0.188769,0.330119
0.188769,0.330119,0.258355,0.290452
0.258355,0.290452,0.272887,0.245235
0.272887,0.245235,0.233908,0.101789
0.778024,0.440503,0.766407,0.478604
0.766407,0.478604,0.773698,0.582503
0.773698,0.582503,1,0.538249
1,0.538249,1,0.341914
1,0.341914,0.778024,0.440503
0.670926,0.849966,0.550154,0.914545
0.550154,0.914545,0.517369,1
0.517369,1,0.720422,1
0.720422,1,0.670926,0.849966
0.47155,0.806197,0.550154,0.914545
0.550154,0.914545,0.670926,0.849966
0.670926,0.849966,0.696409,0.830724
0.696409,0.830724,0.708114,0.69659
0.708114,0.69659,0.549226,0.691136
0.549226,0.691136,0.47155,0.806197
0.250244,0.602992,0.175504,0.645465
0.175504,0.645465,0.292503,0.77843
0.292503,0.77843,0.359466,0.78462
0.359466,0.78462,0.409119,0.77138
0.409119,0.77138,0.416688,0.656184
0.416688,0.656184,0.250244,0.602992
