edge1_x, edge1_y, edge2_x, edge2_y
0.681416,0.258265,0.689618,0.163994
0.689618,0.163994,0.669565,0.159312
0.669565,0.159312,0.58933,0.228964
0.58933,0.228964,0.681416,0.258265
0.629123,1,0.796205,1
0.796205,1,0.836994,0.845886
0.836994,0.845886,0.719057,0.82437
0.719057,0.82437,0.629123,1
0.82252,0.572056,0.945781,0.791533
0.945781,0.791533,1,0.802265
1,0.802265,1,0.439724
1,0.439724,0.82252,0.572056
0.681416,0.258265,0.716011,0.328102
0.716011,0.328102,0.854214,0.187981
0.854214,0.187981,0.874235,0.109855
0.874235,0.109855,0.689618,0.163994
0.689618,0.163994,0.681416,0.258265
0.669565,0.159312,0.689618,0.163994
0.689618,0.163994,0.874235,0.109855
0.874235,0.109855,0.951896,4.70862e-09
0.951896,4.70862e-09,0.644518,0
0.644518,0,0.600622,0.0910806
0.600622,0.0910806,0.669565,0.159312
0.58933,0.228964,0.463633,0.266706
0.463633,0.266706,0.46087,0.284341
0.46087,0.284341,0.659357,0.386226
0.659357,0.386226,0.699935,0.381815
0.699935,0.381815,0.716011,0.328102
0.716011,0.328102,0.681415,0.258265
0.681415,0.258265,0.58933,0.228964
0.115362,0.426276,0.196935,0.334884
0.196935,0.334884,0.13952,0.217957
0.13952,0.217957,0.122366,0.210994
0.122366,0.210994,-1.09312e-09,0.213435
-1.09312e-09,0.213435,0,0.397672
0,0.397672,0.115362,0.426276
0.732036,0.40938,0.801172,0.565049
0.801172,0.565049,0.82252,0.572056
0.82252,0.572056,1,0.439724
1,0.439724,1,0.4297
1,0.4297,0.896184,0.349428
0.896184,0.349428,0.732036,0.40938
0.509017,0.832639,0.579139,0.856178
0.579139,0.856178,0.687986,0.802743
0.687986,0.802743,0.618683,0.649881
0.618683,0.649881,0.576313,0.637243
0.576313,0.637243,0.509017,0.832639
0.587206,1,0.629123,1
0.629123,1,0.719057,0.82437
0.719057,0.82437,0.687986,0.802743
0.687986,0.802743,0.579139,0.856178
0.579139,0.856178,0.587206,1
0.0818549,0.665333,0.217255,0.693775
0.217255,0.693775,0.23733,0.684474
0.23733,0.684474,0.392649,0.55326
0.392649,0.55326,0.366294,0.393478
0.366294,0.393478,0.196935,0.334884
0.196935,0.334884,0.115362,0.426276
0.115362,0.426276,0.0818549,0.665333
0.23733,0.684474,0.217255,0.693775
0.217255,0.693775,0.238901,0.822032
0.238901,0.822032,0.313102,0.915319
0.313102,0.915319,0.440721,0.893953
0.440721,0.893953,0.456973,0.853186
0.456973,0.853186,0.437394,0.821432
0.437394,0.821432,0.23733,0.684474
0.659357,0.386226,0.46087,0.284341
0.46087,0.284341,0.366294,0.393478
