vertex_x,vertex_y
0.124584,0.388014
2.92029e-09,0.427739
0,0.662965
0.218168,0.595706
0.228386,0.507863
0.239014,0.500854
0.228386,0.507863
0.218168,0.595706
0.316156,0.676278
0.425405,0.600975
0.481946,0.510243
0.67648,0.766412
0.608745,0.785032
0.591168,0.798875
0.537571,1
0.779887,1
0.79205,0.956385
0.608745,0.785033
0.67648,0.766412
0.817205,0.68846
0.818417,0.649123
0.81156,0.639378
0.750515,0.598708
0.561881,0.511913
0.199644,0.284064
0.321417,0.23484
0.215694,0.0276295
0.0132282,0.145579
0.750515,0.598708
0.81156,0.639378
0.796643,0.457927
0.786168,0.450266
0.71367,0.462588
0.4315,8.66367e-10
0.22043,0
0.215694,0.0276296
0.321417,0.23484
0.325516,0.236327
0.388312,0.212591
0.43486,0.118237
0.796643,0.457927
0.81156,0.639378
0.818417,0.649123
1,0.498504
1,0.357889
0.973211,0.355172
0.79205,0.956385
0.801375,0.943787
0.87522,0.744536
0.817205,0.68846
0.67648,0.766412
0.585703,0.795919
0.591168,0.798875
0.608745,0.785033
0.561881,0.511913
0.541657,0.487739
0.49655,0.495127
0.481945,0.510243
0.425405,0.600975
0.354158,1
0.537571,1
0.591168,0.798875
0.585703,0.795919
0.427487,0.761245
0.71367,0.462588
0.587409,0.420545
0.541657,0.487739
0.561881,0.511913
0.750515,0.598708
0.786168,0.450266
0.796643,0.457927
0.973211,0.355172
0.691023,0.235598
0.690293,0.236423
1,0.115313
1,0
0.680919,0
0.68083,0.0525534
0.705797,0.161319
0.126858,0.383601
0.199644,0.284064
0.0132282,0.145579
1.8567e-09,0.146439
0,0.186698
0.481946,0.510243
0.49655,0.495127
0.356599,0.358339
0.239014,0.500854
0.818417,0.649123
0.817205,0.68846
0.87522,0.744536
1,0.802336
1,0.498504
0.68083,0.0525536
0.680919,-1.11069e-09
0.4315,0
0.43486,0.118237
1,0.891363
1,0.802336
0.87522,0.744536
0.801375,0.943787
0.801375,0.943787
0.79205,0.956385
0.779887,1
1,1
1,0.891363
0.43486,0.118237
0.388312,0.212591
0.639291,0.272867
0.690293,0.236423
0.691023,0.235598
0.705797,0.161319
0.68083,0.0525536
0.356599,0.358339
0.325516,0.236327
0.321417,0.23484
0.199644,0.284064
0.126858,0.383601
0.124584,0.388014
0.228386,0.507863
0.239014,0.500854
0.786168,0.450266
0.690293,0.236423
0.639291,0.272867
0.587409,0.420545
0.71367,0.462588
0.215694,0.0276295
0.22043,-9.43273e-10
0,0
0,0.146439
0.0132282,0.145579
0.427487,0.761245
0.317274,0.693055
0.190531,1
0.354158,1
0.425405,0.600975
0.316156,0.676278
0.317274,0.693055
0.427487,0.761245
0.585703,0.795919
0.705797,0.161319
0.691023,0.235598
0.973211,0.355172
1,0.357889
1,0.115313
-3.13326e-10,0.186698
0,0.427739
0.124584,0.388014
0.126858,0.383601
0.49655,0.495127
0.541657,0.487739
0.587409,0.420545
0.639291,0.272867
0.388312,0.212591
0.325516,0.236327
0.356599,0.358339
3.40486e-09,0.662965
0,1
0.190531,1
0.317274,0.693055
0.316156,0.676278
0.218168,0.595706
