edge1_x, edge1_y, edge2_x, edge2_y
0.304246,0.501717,0.429077,0.462045
0.429077,0.462045,0.428679,0.345434
0.428679,0.345434,0.242127,0.295072
0.242127,0.295072,0.188196,0.317679
0.188196,0.317679,0.304246,0.501717
0.543574,0.679954,0.479064,0.57965
0.479064,0.57965,0.408304,0.64793
0.408304,0.64793,0.418632,0.772771
0.418632,0.772771,0.466389,0.79567
0.466389,0.79567,0.543574,0.679954
0.740999,0.645953,0.705666,0.70228
0.705666,0.70228,0.686454,0.832932
0.686454,0.832932,0.814542,0.889884
0.814542,0.889884,1,0.833652
1,0.833652,1,0.807171
1,0.807171,0.740999,0.645953
0.620518,0.418726,0.564452,0.511806
0.564452,0.511806,0.743218,0.62923
0.743218,0.62923,0.778556,0.585517
0.778556,0.585517,0.766364,0.485333
0.766364,0.485333,0.701371,0.449116
0.701371,0.449116,0.620518,0.418726
0.464949,-4.6389e-09,0.24896,0
0.24896,0,0.250206,0.0531217
0.250206,0.0531217,0.343335,0.112829
0.343335,0.112829,0.464949,-4.6389e-09
0.721874,0.265137,0.717943,0.250642
0.717943,0.250642,0.627487,0.231044
0.627487,0.231044,0.620518,0.418726
0.620518,0.418726,0.701371,0.449116
0.701371,0.449116,0.721874,0.265137
0.239595,0.0813525,0.139907,0.154649
0.139907,0.154649,0.114171,0.315777
0.114171,0.315777,0.188196,0.317679
0.188196,0.317679,0.242127,0.295072
0.242127,0.295072,0.283714,0.212667
0.283714,0.212667,0.239595,0.0813525
0.779577,0.446382,0.766364,0.485333
0.766364,0.485333,0.778556,0.585517
0.778556,0.585517,1,0.534676
1,0.534676,1,0.327885
1,0.327885,0.779577,0.446382
0.674182,0.842792,0.552919,0.91081
0.552919,0.91081,0.518887,1
0.518887,1,0.72976,1
0.72976,1,0.674182,0.842792
0.466389,0.79567,0.552919,0.91081
0.552919,0.91081,0.674182,0.842792
0.674182,0.842792,0.686454,0.832932
0.686454,0.832932,0.705666,0.70228
0.705666,0.70228,0.543574,0.679954
0.543574,0.679954,0.466389,0.79567
0.230813,0.611632,0.186992,0.63763
0.186992,0.63763,0.288541,0.776445
0.288541,0.776445,0.374649,0.783864
0.374649,0.783864,0.418632,0.772771
0.418632,0.772771,0.408304,0.64793
0.408304,0.64793,0.230813,0.611632
0.543574,0.679954,0.705666,0.70228
0.705666,0.70228,0.740999,0.645953
0.740999,0.645953,0.743218,0.62923
0.743218,0.62923,0.564452,0.511806
0.564452,0.511806,0.491855,0.523404
0.491855,0.523404,0.479064,0.57965
0.479064,0.57965,0.543574,0.679954
0.701371,0.449116,0.766364,0.485333
0.766364,0.485333,0.779577,0.446382
0.779577,0.446382,0.721874,0.265137
0.721874,0.265137,0.701371,0.449116
0.760045,4.73646e-10,0.573239,0
0.573239,0,0.577044,0.19348
0.577044,0.19348,0.627487,0.231044
0.627487,0.231044,0.717943,0.250642
0.717943,0.250642,0.955522,0.210586
0.955522,0.210586,0.760045,4.73646e-10
0.0237018,1.50568e-09,0,0
0,0,0,0.367356
0,0.367356,0.114171,0.315777
0.114171,0.315777,0.139907,0.154649
0.139907,0.154649,0.0237018,1.50568e-09
0.408304,0.64793,0.479064,0.57965
0.479064,0.57965,0.491855,0.523404
0.491855,0.523404,0.429077,0.462045
0.429077,0.462045,0.304246,0.501717
0.304246,0.501717,0.230813,0.611632
0.230813,0.611632,0.408304,0.64793
1,0.807171,1,0.534676
1,0.534676,0.778557,0.585517
0.778557,0.585517,0.743218,0.62923
0.743218,0.62923,0.740999,0.645953
0.740999,0.645953,1,0.807171
0.250206,0.0531217,0.239595,0.0813525
0.239595,0.0813525,0.283714,0.212667
0.283714,0.212667,0.366253,0.172783
0.366253,0.172783,0.343335,0.112829
0.343335,0.112829,0.250206,0.0531217
0.72976,1,0.818743,1
0.818743,1,0.814542,0.889884
0.814542,0.889884,0.686454,0.832932
0.686454,0.832932,0.674182,0.842791
0.674182,0.842791,0.72976,1
0.818743,1,1,1
1,1,1,0.833652
1,0.833652,0.814542,0.889884
0.814542,0.889884,0.818743,1
0.343335,0.112829,0.366253,0.172783
0.366253,0.172783,0.55014,0.207977
0.55014,0.207977,0.577044,0.19348
0.577044,0.19348,0.573239,-5.13664e-10
0.573239,-5.13664e-10,0.464949,0
0.464949,0,0.343335,0.112829
0.283714,0.212667,0.242127,0.295072
0.242127,0.295072,0.428679,0.345434
0.428679,0.345434,0.55014,0.207977
0.55014,0.207977,0.366253,0.172783
0.366253,0.172783,0.283714,0.212667
1,0.327885,1,0.216386
1,0.216386,0.955522,0.210586
0.955522,0.210586,0.717943,0.250642
0.717943,0.250642,0.721874,0.265137
0.721874,0.265137,0.779577,0.446382
0.779577,0.446382,1,0.327885
0.139907,0.154649,0.239595,0.0813525
0.239595,0.0813525,0.250206,0.0531217
0.250206,0.0531217,0.24896,-2.29357e-09
0.24896,-2.29357e-09,0.0237018,0
0.0237018,0,0.139907,0.154649
0.338773,1,0.518887,1
0.518887,1,0.552919,0.91081
0.552919,0.91081,0.466389,0.79567
0.466389,0.79567,0.418632,0.772771
0.418632,0.772771,0.374649,0.783864
0.374649,0.783864,0.338773,1
0.374649,0.783864,0.288541,0.776445
0.288541,0.776445,0.196976,1
0.196976,1,0.338773,1
0.338773,1,0.374649,0.783864
0.955522,0.210586,1,0.216386
1,0.216386,1,0
1,0,0.760045,0
0.760045,0,0.955522,0.210586
0.188195,0.317679,0.114171,0.315777
0.114171,0.315777,-1.41117e-09,0.367356
-1.41117e-09,0.367356,0,0.630822
0,0.630822,0.186992,0.63763
0.186992,0.63763,0.230813,0.611632
0.230813,0.611632,0.304246,0.501717
0.304246,0.501717,0.188195,0.317679
0.620518,0.418726,0.627487,0.231044
0.627487,0.231044,0.577044,0.19348
0.577044,0.19348,0.55014,0.207977
0.55014,0.207977,0.428679,0.345434
0.428679,0.345434,0.429077,0.462045
0.429077,0.462045,0.491855,0.523404
0.491855,0.523404,0.564452,0.511806
0.564452,0.511806,0.620518,0.418726
0.288541,0.776445,0.186992,0.63763
0.186992,0.63763,-4.46284e-09,0.630822
-4.46284e-09,0.630822,0,1
0,1,0.196976,1
0.196976,1,0.288541,0.776445
