edge1_x, edge1_y, edge2_x, edge2_y
0.741137,-2.97715e-09,0.649667,0
0.649667,0,0.595487,0.0971632
0.595487,0.0971632,0.715031,0.220164
0.715031,0.220164,0.747017,0.197875
0.747017,0.197875,0.741137,-2.97715e-09
0.827353,0.45799,0.798267,0.457212
0.798267,0.457212,0.704371,0.541571
0.704371,0.541571,0.677501,0.623794
0.677501,0.623794,0.684853,0.644518
0.684853,0.644518,0.754828,0.670693
0.754828,0.670693,0.907343,0.618057
0.907343,0.618057,0.827353,0.45799
0.595487,0.0971631,0.436648,0.178255
0.436648,0.178255,0.466339,0.2903
0.466339,0.2903,0.495736,0.336647
0.495736,0.336647,0.571482,0.346367
0.571482,0.346367,0.700453,0.294283
0.700453,0.294283,0.715031,0.220164
0.715031,0.220164,0.595487,0.0971631
1,0.23731,1,0.137726
1,0.137726,0.747017,0.197875
0.747017,0.197875,0.715031,0.220164
0.715031,0.220164,0.700453,0.294283
0.700453,0.294283,0.74965,0.330305
0.74965,0.330305,1,0.23731
0.704371,0.541571,0.798267,0.457212
0.798267,0.457212,0.74965,0.330305
0.74965,0.330305,0.700453,0.294283
0.700453,0.294283,0.571482,0.346367
0.571482,0.346367,0.704371,0.541571
0.649667,7.55865e-10,0.390758,0
0.390758,0,0.409592,0.158602
0.409592,0.158602,0.436648,0.178255
0.436648,0.178255,0.595488,0.0971631
0.595488,0.0971631,0.649667,7.55865e-10
0.60495,0.777012,0.615702,0.772537
0.615702,0.772537,0.684853,0.644518
0.684853,0.644518,0.677501,0.623793
0.677501,0.623793,0.424471,0.53877
0.424471,0.53877,0.398682,0.555315
0.398682,0.555315,0.347569,0.626679
0.347569,0.626679,0.370981,0.680322
0.370981,0.680322,0.390781,0.698269
0.390781,0.698269,0.60495,0.777012
0.74965,0.330305,0.798267,0.457212
0.798267,0.457212,0.827353,0.45799
0.827353,0.45799,1,0.394776
1,0.394776,1,0.23731
1,0.23731,0.74965,0.330305
0.288763,0.438473,0.398682,0.555315
0.398682,0.555315,0.424471,0.53877
0.424471,0.53877,0.495736,0.336647
0.495736,0.336647,0.466339,0.2903
0.466339,0.2903,0.312733,0.35041
0.312733,0.35041,0.288763,0.438473
0.812883,0.883894,0.861441,0.814819
0.861441,0.814819,0.754828,0.670693
0.754828,0.670693,0.684853,0.644518
0.684853,0.644518,0.615702,0.772537
0.615702,0.772537,0.692574,0.871673
0.692574,0.871673,0.812883,0.883894
0.150929,-3.51465e-09,0,0
0,0,0,0.291852
0,0.291852,0.0796677,0.301663
0.0796677,0.301663,0.115083,0.275719
0.115083,0.275719,0.201302,0.176762
0.201302,0.176762,0.150929,-3.51465e-09
0.0124247,0.630673,3.51898e-10,0.631916
3.51898e-10,0.631916,0,1
0,1,0.131483,1
0.131483,1,0.154829,0.786371
0.154829,0.786371,0.0124247,0.630673
0.123739,0.396492,0.132549,0.54488
0.132549,0.54488,0.292008,0.631646
0.292008,0.631646,0.347569,0.626679
0.347569,0.626679,0.398682,0.555315
0.398682,0.555315,0.288763,0.438473
0.288763,0.438473,0.123739,0.396492
0.312733,0.35041,0.466339,0.2903
0.466339,0.2903,0.436648,0.178255
0.436648,0.178255,0.409592,0.158602
0.409592,0.158602,0.201302,0.176762
0.201302,0.176762,0.115083,0.275719
0.115083,0.275719,0.312733,0.35041
0.132549,0.54488,0.123739,0.396492
0.123739,0.396492,0.0796677,0.301663
0.0796677,0.301663,2.05531e-11,0.291852
2.05531e-11,0.291852,0,0.631916
0,0.631916,0.0124247,0.630673
0.0124247,0.630673,0.132549,0.54488
0.552457,0.840993,0.45211,0.876299
0.45211,0.876299,0.362249,1
0.362249,1,0.582506,1
0.582506,1,0.552457,0.840993
0.45211,0.876299,0.552457,0.840993
0.552457,0.840993,0.60495,0.777012
0.60495,0.777012,0.390781,0.698269
0.390781,0.698269,0.45211,0.876299
0.582506,1,0.648277,1
0.648277,1,0.692574,0.871673
0.692574,0.871673,0.615702,0.772537
0.615702,0.772537,0.60495,0.777012
0.60495,0.777012,0.552457,0.840993
0.552457,0.840993,0.582506,1
0.154829,0.786371,0.292008,0.631646
0.292008,0.631646,0.132549,0.54488
0.132549,0.54488,0.0124247,0.630673
0.0124247,0.630673,0.154829,0.786371
0.833527,1,1,1
1,1,1,0.814955
1,0.814955,0.964365,0.80203
0.964365,0.80203,0.861441,0.814819
0.861441,0.814819,0.812883,0.883894
0.812883,0.883894,0.833527,1
0.201302,0.176762,0.409592,0.158602
0.409592,0.158602,0.390758,4.13087e-10
0.390758,4.13087e-10,0.150929,0
0.150929,0,0.201302,0.176762
0.907343,0.618057,0.925738,0.620634
0.925738,0.620634,1,0.575915
1,0.575915,1,0.394777
1,0.394777,0.827353,0.45799
0.827353,0.45799,0.907343,0.618057
0.747017,0.197875,1,0.137726
1,0.137726,1,0
1,0,0.741137,0
0.741137,0,0.747017,0.197875
0.571482,0.346367,0.495736,0.336647
0.495736,0.336647,0.424471,0.53877
0.424471,0.53877,0.677502,0.623793
0.677502,0.623793,0.704371,0.541571
0.704371,0.541571,0.571482,0.346367
0.390781,0.698269,0.370981,0.680322
0.370981,0.680322,0.260293,1
0.260293,1,0.362249,1
0.362249,1,0.45211,0.876299
0.45211,0.876299,0.390781,0.698269
0.312733,0.35041,0.115083,0.275719
0.115083,0.275719,0.0796677,0.301663
0.0796677,0.301663,0.123739,0.396492
0.123739,0.396492,0.288763,0.438473
0.288763,0.438473,0.312733,0.35041
0.648277,1,0.833527,1
0.833527,1,0.812883,0.883894
0.812883,0.883894,0.692574,0.871673
0.692574,0.871673,0.648277,1
0.964365,0.80203,1,0.814955
1,0.814955,1,0.575915
1,0.575915,0.925738,0.620634
0.925738,0.620634,0.964365,0.80203
0.925738,0.620634,0.907343,0.618057
0.907343,0.618057,0.754828,0.670693
0.754828,0.670693,0.861441,0.814819
0.861441,0.814819,0.964365,0.80203
0.964365,0.80203,0.925738,0.620634
0.370981,0.680322,0.347569,0.626679
0.347569,0.626679,0.292008,0.631646
0.292008,0.631646,0.154829,0.786371
0.154829,0.786371,0.131483,1
0.131483,1,0.260293,1
0.260293,1,0.370981,0.680322
