edge1_x, edge1_y, edge2_x, edge2_y
0.965428,0.133826,1,0.114095
1,0.114095,1,0
1,0,0.839196,0
0.839196,0,0.782453,0.167855
0.782453,0.167855,0.787853,0.177858
0.787853,0.177858,0.965428,0.133826
1,0.883565,1,0.66835
1,0.66835,0.854555,0.705555
0.854555,0.705555,0.821291,0.720067
0.821291,0.720067,0.740461,0.846612
0.740461,0.846612,0.78294,0.957001
0.78294,0.957001,1,0.883565
0.712881,0.427761,1,0.628177
1,0.628177,1,0.424196
1,0.424196,0.712881,0.427761
0.839196,4.65681e-11,0.582427,0
0.582427,0,0.663723,0.109137
0.663723,0.109137,0.782453,0.167855
0.782453,0.167855,0.839196,4.65681e-11
0.965428,0.133826,0.787854,0.177858
0.787854,0.177858,0.789076,0.277263
0.789076,0.277263,0.881228,0.302483
0.881228,0.302483,0.965428,0.133826
0.663723,0.109137,0.582427,2.45109e-10
0.582427,2.45109e-10,0.461759,0
0.461759,0,0.590889,0.31062
0.590889,0.31062,0.663723,0.109137
0.0360813,0.517582,0.112388,0.580219
0.112388,0.580219,0.331047,0.56569
0.331047,0.56569,0.323231,0.410091
0.323231,0.410091,0.254356,0.323488
0.254356,0.323488,0.0360813,0.517582
1,0.424196,1,0.373059
1,0.373059,0.881228,0.302483
0.881228,0.302483,0.789076,0.277263
0.789076,0.277263,0.654119,0.400982
0.654119,0.400982,0.667645,0.40917
0.667645,0.40917,0.712881,0.427761
0.712881,0.427761,1,0.424196
0.615489,0.616692,0.586485,0.522963
0.586485,0.522963,0.346867,0.58048
0.346867,0.58048,0.359728,0.690796
0.359728,0.690796,0.485371,0.760074
0.485371,0.760074,0.535445,0.76774
0.535445,0.76774,0.615489,0.616692
0.524606,0.994396,0.5238,1
0.5238,1,0.787549,1
0.787549,1,0.782838,0.960364
0.782838,0.960364,0.524606,0.994396
0.254356,0.323488,0.232166,0.163216
0.232166,0.163216,-1.29484e-10,0.338111
-1.29484e-10,0.338111,0,0.507784
0,0.507784,0.0360813,0.517582
0.0360813,0.517582,0.254356,0.323488
0.110949,0.842465,4.90549e-09,0.924279
