vertex_x,vertex_y
0.100325,0.423385
-2.88545e-09,0.416204
0,0.702091
0.193338,0.57224
0.191525,0.561289
0.274562,0.4467
0.191525,0.561289
0.193338,0.57224
0.326557,0.652351
0.330822,0.651083
0.398248,0.578139
0.423395,0.537503
0.665806,0.797992
0.595772,0.812152
0.536868,1
0.782981,1
0.78697,0.930132
0.562154,0.689967
0.561999,0.778258
0.595772,0.812152
0.665806,0.797992
0.80545,0.667162
0.623298,0.539725
0.611303,0.536025
0.0686714,0.245656
0.236044,0.281103
0.279587,0.260812
0.301245,0.201883
0.221567,0.052414
0.00963569,0.138679
0.682657,0.503593
0.623298,0.539725
0.80545,0.667162
0.816708,0.665573
0.83426,0.632324
0.79881,0.473974
0.511869,-3.18735e-09
0.222311,0
0.221567,0.052414
0.301245,0.201883
0.412157,0.182806
0.436353,0.149716
0.802443,0.449335
0.79881,0.473974
0.83426,0.632324
1,0.494334
1,0.394165
0.899947,0.744474
0.816708,0.665573
0.80545,0.667162
0.665806,0.797992
0.78697,0.930132
0.834584,0.890317
0.562154,0.689967
0.611303,0.536025
0.542717,0.464215
0.484831,0.475456
0.423395,0.537503
0.398248,0.578139
0.249837,1
0.536868,1
0.595772,0.812152
0.561999,0.778258
0.481302,0.762931
0.682657,0.503593
0.79881,0.473974
0.802443,0.449335
0.764601,0.402593
1,0.394165
1,0.387899
0.706575,0.252508
0.702958,0.25664
0.764601,0.402593
0.802443,0.449335
1,0.151209
1,0
0.703085,0
0.718899,0.0918575
0.738303,0.158813
-7.26236e-10,0.338268
0,0.416204
0.100326,0.423385
0.236044,0.281103
0.0686714,0.245656
0.423395,0.537503
0.484831,0.475456
0.292037,0.287019
0.274562,0.4467
0.83426,0.632324
0.816708,0.665573
0.899947,0.744474
1,0.776873
1,0.494334
0.718899,0.0918572
0.703085,-3.14669e-09
0.511869,0
0.436353,0.149716
1,0.95057
1,0.776873
0.899947,0.744474
0.834584,0.890317
0.834584,0.890317
0.78697,0.930132
0.782981,1
1,1
1,0.95057
0.436353,0.149716
0.412157,0.182806
0.620143,0.299338
0.702958,0.25664
0.706575,0.252508
0.738303,0.158813
0.718899,0.0918572
0.274562,0.4467
0.292037,0.28702
0.279587,0.260812
0.236044,0.281103
0.100325,0.423385
0.191525,0.561289
0.764601,0.402593
0.702958,0.25664
0.620143,0.299338
0.542717,0.464215
0.611303,0.536025
0.623298,0.539725
0.682657,0.503593
0.221567,0.052414
0.222311,-3.95513e-10
0,0
0,0.137257
0.00963569,0.138679
0.481302,0.762931
0.330822,0.651083
0.326557,0.652351
0.176985,1
0.249837,1
0.398248,0.578139
0.330822,0.651083
0.481302,0.762931
0.561999,0.778258
0.562154,0.689967
1,0.387899
1,0.151209
0.738303,0.158813
0.706575,0.252508
0.0686714,0.245656
0.00963569,0.138679
2.50124e-10,0.137257
0,0.338268
0.484831,0.475456
0.542717,0.464215
0.620143,0.299338
0.412157,0.182806
0.301245,0.201883
0.279587,0.260812
0.292037,0.28702
-4.26127e-09,0.702091
0,1
0.176985,1
0.326557,0.652351
0.193338,0.57224
