vertex_x,vertex_y
0.0746083,0.454452
2.73702e-10,0.432871
0,0.74389
0.137111,0.574377
0.22268,0.33488
0.21829,0.34128
0.243927,0.583129
0.332909,0.621574
0.334913,0.620815
0.375057,0.555621
0.680309,0.824105
0.599132,0.834872
0.537006,1
0.778719,1
0.770364,0.912021
0.517855,0.760228
0.518677,0.762691
0.599132,0.834872
0.680309,0.824105
0.770442,0.66978
0.635652,0.572187
0.630089,0.57091
0.627087,0.574948
0.0305469,0.285679
0.25593,0.239597
0.275136,0.160862
0.233419,0.0842728
0.0701868,0.126014
0.734246,0.480582
0.635652,0.572187
0.770442,0.66978
0.821061,0.659947
0.845849,0.60864
0.800633,0.487261
0.571347,0.0197002
0.589556,-1.65304e-09
0.225921,0
0.233419,0.0842728
0.275136,0.160862
0.436415,0.160954
0.826629,0.439473
0.800633,0.487261
0.845849,0.60864
1,0.493111
1,0.430232
0.91817,0.743406
0.821061,0.659947
0.770442,0.66978
0.680309,0.824105
0.770364,0.912021
0.857089,0.86454
0.627087,0.574948
0.630089,0.57091
0.52635,0.446047
0.474199,0.457669
0.375057,0.555621
0.334913,0.620815
0.397973,0.661733
0.215756,1
0.537006,1
0.599132,0.834872
0.518677,0.762691
0.734246,0.480582
0.800633,0.487261
0.826629,0.439473
0.723946,0.266396
0.694445,0.284589
0.725971,0.264102
0.723946,0.266396
0.826629,0.439473
1,0.430232
1,0.411309
1,0.175445
1,0
0.715247,0
0.773812,0.167193
0.030547,0.285679
-3.31288e-09,0.298148
0,0.432871
0.0746083,0.454452
0.21829,0.34128
0.22268,0.33488
0.256314,0.244709
0.25593,0.239597
0.375057,0.555621
0.474199,0.457669
0.256314,0.244709
0.22268,0.33488
0.845849,0.60864
0.821061,0.659947
0.918169,0.743406
1,0.754587
1,0.493111
0.606061,0.313587
0.694445,0.284589
0.723946,0.266396
0.725971,0.264102
0.773812,0.167193
0.715247,2.63386e-09
0.589556,0
0.571348,0.019699
1,0.969309
1,0.754587
0.91817,0.743406
0.857089,0.86454
0.857089,0.86454
0.770364,0.912021
0.778719,1
1,1
1,0.969309
0.571348,0.0196991
0.436415,0.160954
0.60227,0.314887
0.606061,0.313587
0.21829,0.34128
0.0746083,0.454452
0.137111,0.574377
0.243927,0.583129
0.694445,0.284589
0.606061,0.313587
0.60227,0.314887
0.52635,0.446047
0.630089,0.57091
0.635652,0.572187
0.734246,0.480582
0.0701868,0.126014
0.233419,0.0842728
0.225921,-7.40857e-10
0,0
0,0.133028
0.518677,0.762691
0.517855,0.760228
0.397973,0.661733
0.334913,0.620815
0.332909,0.621574
0.164407,1
0.215756,1
0.397973,0.661733
0.517855,0.760228
0.627087,0.574948
1,0.411309
1,0.175445
0.773812,0.167193
0.725971,0.264102
0.0701868,0.126014
4.13773e-10,0.133028
0,0.298148
0.0305469,0.285679
0.474199,0.457669
0.52635,0.446047
0.60227,0.314887
0.436415,0.160954
0.275136,0.160862
0.25593,0.239597
0.256314,0.244709
3.36523e-09,0.74389
0,1
0.164407,1
0.332909,0.621574
0.243927,0.583129
0.137111,0.574377
